Ward,density_2015,density_2020,delta_2015_2020
Kangeta,263.9925928607447,292.0367214804192,28.044128619674495
Kangundo Central,835.9838705571093,924.7910487195919,88.80717816248261
Kangundo East,479.171331789958,530.0740514974749,50.902719707516894
Kangundo North,674.1613115702944,745.7779614154343,71.61664984513993
Kangundo West,528.0841890349201,584.1829528594868,56.09876382456673
Kanjuiri Ridge,242.41395088615732,265.0957029667496,22.681752080592304
Kanuni,89.24421181582277,98.72469085415634,9.48047903833357
Kanyadoto,273.0769948964795,303.9848216927018,30.90782679622231
Kanyaluo,366.00831268453686,407.43444034553676,41.426127660999896
Kanyamwa/Kalogi,261.41000242098875,290.99732129390185,29.5873188729131
Kanyamwa/Kosewe,269.06179225885467,299.515166923898,30.453374665043327
Kanyangi,59.68149267967568,66.02150121336078,6.340008533685101
Kanyeki-ine,633.6120500218518,687.4353565187381,53.82330649688629
Kanyenyaini,230.58044965709973,250.16752297550227,19.58707331840253
Kanyikela,248.61698676591752,276.75634722590377,28.13936045998625
Kanziko,20.367897806243054,22.531594358053002,2.1636965518099487
Kapchemutwa,230.74344134229648,276.1408031883143,45.397361846017816
Kapchoki,62.8920093177738,75.28594403985117,12.393934722077375
Kapchorwa,198.05721397947116,237.02375875354798,38.96654477407682
Kapedo/Napeitom,8.038206800223417,9.619674838261044,1.5814680380376274
Kapenguria,278.3149308938841,333.0716918289759,54.75676093509179
Kapkangani,635.0661265925285,756.754801256204,121.68867466367556
Kapkateny,645.7262891268275,733.527741030227,87.80145190339954
Kapkatet,821.9608727133568,983.6766504012091,161.71577768785232
Kapkugerwet,1037.4134889016323,1241.518242212577,204.10475331094472
Kapkures,730.508934908,872.34913679894,141.84020189093997
Kaplamai,542.6390268929264,649.399929152258,106.7609022593316
Kaplelartet,377.24668559275597,448.6755176573851,71.42883206462915
Kapletundo,626.1803101219948,749.3774552484543,123.19714512645953
Kapomboi,418.71863525603226,501.0989687754782,82.38033351944597
Kapropita,253.74107916150297,303.6630810300068,49.922001868503855
Kapsabet,627.7275988779136,751.2291601974059,123.50156131949234
Kapsaos,578.1311141109855,691.8022133594416,113.67109924845602
Kapsasian,371.488536727407,444.57663750349724,73.08810077609024
Kapsimotwo,344.79645250228464,412.63304664603805,67.83659414375342
Kapsoit,514.8266377022795,616.1156331350574,101.28899543277782
Kapsokwony,601.9795634484389,683.8326332058001,81.85306975736125
Kapsowar,250.615293659977,299.92232179424076,49.30702813426376
Kapsoya,1222.1404084211758,1462.5890538268125,240.44864540563663
Kapsuser,740.7175480168199,886.4492008436853,145.73165282686534
Kaptagat,253.01172184595663,302.7902303729646,49.77850852700794
Kaptama,564.2308092352935,642.0325247832666,77.80171554797312
Kaptarakwa,156.232388478874,186.9701552886985,30.737766809824507
Kaptel/Kamoiywo,254.09672798852753,303.85071659890053,49.753988610373
Kaptembwa East,13819.957538668607,16538.94930719059,2718.9917685219825
Kaptembwa West,11774.179475816947,14090.677034261465,2316.4975584445183
Kaptumo/Kaboi,294.90904914037816,352.93059815410965,58.02154901373149
Kaputei North,56.22701531132513,67.1911679077669,10.964152596441764
Kaputir,27.82309033965556,33.29711322444563,5.47402288479007
Kapyego,85.9415598766279,102.85003669535686,16.908476818728957
Kapyemit,3054.459518690746,3655.405766828076,600.9462481373303
Karai,834.9847716685445,908.4179332027992,73.43316153425474
Karama,173.41449933253975,191.83644904704914,18.421949714509395
Karare,9.611223227280785,10.632230460778622,1.021007233497837
Karatina Town,846.032197059013,917.8998989731735,71.86770191416053
Karau,262.09118597431154,284.62721508466404,22.5360291103525
Karen,997.3480232743643,1203.260326544923,205.9123032705586
Kargi/South Horr,1.8990094038840932,2.103793972302701,0.20478456841860782
Kariara,253.5872820101436,275.12870770582913,21.54142569568552
Karima,645.5335424409041,700.3695541117231,54.83601167081906
Karingani,345.9201002669623,382.6674357788143,36.747335511851986
Kariobangi North,50368.8916311553,60950.54037642045,10581.648745265156
Kariobangi South,26430.261030005815,31982.811116452303,5552.550086446488
Kariti,425.83878214803224,462.01242536558794,36.17364321755571
Karumandi,195.82717152272014,212.462062075493,16.634890552772873
Karuna/Meibeki,141.0784925650613,168.83482297738053,27.756330412319215
Karura,1482.0918213990353,1738.786388390343,256.69456699130774
Karuri,2128.573626222864,2309.3891713447424,180.81554512187859
Kasarani,7508.048863591377,9085.362966084984,1577.3141024936067
Kasei,31.070821893676463,37.183816266876924,6.112994373200461
Kasemani,168.47422552951923,194.79975403001805,26.32552850049882
Kasemeni / Vanga,136.18642347791774,157.104014899462,20.917591421544245
Kasgunga East,229.48599764720086,255.46004476501025,25.97404711780939
Kasigau,7.467735810967277,8.634606634733142,1.1668708237658656
Kasikeu/Kiou,169.33932618867382,187.43654654449483,18.09722035582101
Katangi,104.64810057099191,115.7649447715805,11.116844200588588
Kathiani Central,704.0953738563937,778.8919366482011,74.79656279180733
Kathonzweni,115.78012405225816,128.07953058713557,12.299406534877406
Katilia,7.917839290985078,9.475625764838345,1.557786473853267
Katilu,39.984771624860244,47.85153108761522,7.8667594627549775
Kauwi,110.8225848507004,122.59534895756684,11.772764106866447
Kawangare,29262.89020040761,35410.52784697061,6147.637646562998
Kayafungo,168.12145170362896,194.39185458549488,26.27040288186592
Kayole Central,40817.5020131186,49392.56523304181,8575.063219923206
Kayole North,51115.416341145836,61853.896647135414,10738.480305989578
Kayole South,27003.21137383643,32676.128559951234,5672.9171861148025
Kedowa/Kimugul,195.95318568531147,234.50577758736935,38.552591902057884
Kee,282.88815909032854,312.93957314498965,30.05141405466111
Keekonyokie,36.74761208777809,43.97748043157189,7.229868343793804
Keiyan,144.90694280344061,170.9434997453395,26.03655694189888
Keiyo,320.34900342898123,383.3757128721382,63.02670944315696
Kembu,553.4601639361946,662.3500677889762,108.88990385278157
Kemeloi/Maraba,385.7989574337127,459.7143769727527,73.91541953903999
Kemera,1123.1540430492628,1250.276635963444,127.12259291418127
Kenyawa-Poka,22.121510746060455,26.454435443343787,4.332924697283332
Keringet,241.8956587544686,289.48714788141916,47.59148912695056
Kerio Delta,15.895385308298199,19.022705192874245,3.127319884576046
Kerugoya,1215.2961535919876,1318.5316706173803,103.23551702539271
Keumbu,1033.102735005489,1150.032997460976,116.93026245548708
Khalaba,957.1367981489041,1087.2817227688975,130.1449246199934
Khasoko,630.0051969436865,715.669001552444,85.66380460875746
Kholera,558.3196529685505,634.2361440028353,75.91649103428483
Khorof Harar,14.150346867082623,21.913449071749206,7.763102204666582
Kiabonyoru,1022.5051760947374,1138.2359676191693,115.73079152443188
Kiagu,206.84264827652257,228.8156945662807,21.973046289758145
Kiamaiko,86054.80646205356,104133.46604910714,18078.659587053582
Kiamaina,640.2192648204477,766.1784832259488,125.95921840550102
Kiambere,61.113261085780834,67.60536716136794,6.4921060755871025
Kiamokama,909.9936467961127,1012.9899794958139,102.99633269970127
Kiamwangi,798.5122061202771,866.3432666556331,67.83106053535596
Kianjai,330.5465537387575,365.6607558597402,35.114202120982725
Kiarukungu,567.9494548612148,616.2161915914469,48.26673673023208
Kibarani,331.3324338354647,383.1059430555276,51.77350922006286
Kibauni,111.33392854673143,123.16101232267337,11.827083775941944
Kibirichia,103.12713794864635,114.08240862746848,10.955270678822131
Kibish,3.9306090610712325,4.688088395518049,0.7574793344468165
Kibwareng/Chebilat/Ndurio,412.9704986793788,494.2199196593885,81.24942098000969
Kiegoi/Antubochiu,1083.0432982912848,1198.0957702449957,115.05247195371089
Kiganjo,684.2902780221508,742.4185469447591,58.1282689226083
Kiganjo/Mathari,367.3219010993773,398.5247211854896,31.202820086112297
Kiguchwa,493.15587163656755,545.5441797593063,52.38830812273875
Kigumo,682.9337911501302,740.946825536994,58.01303438686375
Kihara,5442.972682166467,5916.63187131911,473.6591891526432
Kihingo,355.03674969369314,424.88806206674616,69.85131237305302
Kihumbu-Ini,812.682518258823,881.717300053364,69.034781794541
Kiima Kiu/Kalanzoni,89.80672117284774,99.43662179443245,9.62990062158471
Kiine,550.5235882196448,597.288806689641,46.76521846999617
Kiirua/Naari,219.7257984656915,243.06743059654752,23.341632130856027
Kijabe,351.821652951088,382.8582712558297,31.036618304741694
Kikumbulyu North,83.2594086491532,92.10411580671033,8.844707157557124
Kikumbulyu South,163.78453778607596,181.18348974338414,17.398951957308185
Kikumini/Mavau,125.76013595776301,139.11972638455254,13.359590426789524
Kikuyu,1554.0286031916587,1687.913458559913,133.8848553682542
Kileleshwa,4673.675757547935,5655.53605477369,981.860297225755
Kilgoris Central,187.69994619057258,223.64331157691055,35.94336538633797
Kilibwoni,369.0080103205205,441.60808035955404,72.60007003903354
Kilimani,6300.817970808303,7624.5131896504845,1323.695218842182
Kiliwehiri,118.5298000900322,181.79670512849,63.26690503845781
Kilungu,484.7967841252358,536.2970975585747,51.50031343333893
Kimaeti,614.5459758060297,698.1077351013172,83.56175929528752
Kimana,68.37560321596092,81.81142784026872,13.435824624307799
Kimilili,971.0697220419656,1103.109152196223,132.0394301542574
Kiminini,508.1998549036294,608.1280731521458,99.92821824851643
Kimintet,37.3193206994573,44.66064754928517,7.3413268498278725
Kimorori/Wempa,310.6345069991297,337.0219153726223,26.387408373492576
Kimulot,316.5268783155308,378.80160634915086,62.27472803362008
Kimumu,1782.7834394303845,2133.535170042813,350.7517306124287
Kinakomba,20.003016021200875,23.535896660470982,3.5328806392701075
Kinale,173.19013125020712,188.36275955603935,15.172628305832234
Kinamba,230.12913449003085,275.4056313474267,45.27649685739587
Kinango,127.55940771046596,147.4916479704703,19.932240260004335
Kinanie,89.99930174093998,99.73169538970373,9.732393648763747
Kingandole,581.9559740350392,661.086375926842,79.13040189180288
Kinna,7.167848274552655,7.929333213229063,0.761484938676408
Kinondo,190.48981741510275,220.25546944430087,29.765652029198122
Kinoo,4246.560075031192,4615.577268214215,369.01719318302275
Kinyona,322.6260595051496,350.03210862401903,27.40604911886942
Kinyoro,316.47079513239487,378.73329913814064,62.26250400574577
Kiogoro,951.7946628324019,1059.5221722595297,107.72750942712787
Kipchebor,1395.5201413891023,1670.0801861021046,274.5600447130023
Kipchimchim,790.4717742456787,945.99226381858,155.52048957290128
Kipevu,7582.458516302988,8767.282141814087,1184.8236255110987
Kipini East,57.35077080086358,66.3123157302736,8.961544929410017
Kipini West,35.44465553174376,40.98318408946254,5.538528557718777
Kipipiri,201.874740834154,219.29915860019088,17.424417766036868
Kipkaren,261.7073678878803,313.1966929152505,51.48932502737017
Kipkelion,296.40372841956685,354.71935084041326,58.31562242084641
Kipkenyo,2904.680825606061,3476.1590163775363,571.4781907714755
Kiplombe,562.3712849724527,673.0144008368301,110.64311586437736
Kipreres,393.46098660929607,470.87203212947054,77.41104552017447
Saimo/ Kipsaraman,67.90798858722796,81.2684694839627,13.360480896734742
Kipsomba,247.34561370489538,294.3224999338484,46.97688622895302
Kipsonoi,351.68525531950826,420.7427747828825,69.05751946337426
Kiptagich,303.40443667194916,363.0974051259119,59.69296845396275
Kiptororo,216.83786095868243,259.49938445720653,42.661523498524105
Kiptuiya,431.3511867272033,516.1505099029896,84.7993231757863
Kirenga,401.700166225155,436.1021767754498,34.40201055029479
Kiriita,308.8475752325027,336.0433332065642,27.195757974061507
Kirimari,1148.5717017866689,1269.7739021171424,121.20220033047349
Kirimukuyu,571.6360106337065,620.1946548108253,48.55864417711882
Kiru,267.3833584290826,290.09672015224226,22.713361723159665
Kisa Central,891.339453518994,1011.9226412993253,120.58318778033129
Kisa East,732.0851404392537,831.6290782529857,99.54393781373199
Kisa North,730.6127556919689,829.9564928045594,99.34373711259047
Kisa West,834.038550815812,945.602699217279,111.56414840146704
Kisanana,39.241083496920524,46.96152676874344,7.720443271822916
Kisasi,134.53838478648618,148.8304953224681,14.29211053598192
Kisiara,653.6087007650382,781.9801824967531,128.37148173171488
Kisii Central,2008.2216735342502,2235.5194126033007,227.29773906905052
Kisima,49.392593384669446,54.73020107307737,5.337607688407921
Kisumu North,740.3404351532894,826.0248294818533,85.68439432856394
Kitengela,192.70511010672706,230.59302492057296,37.887914813845896
Kiteta/Kisau,240.58456608299582,266.1420411220193,25.557475039023473
Kithimani,193.27236308544894,213.7658591264575,20.49349604100857
Kithimu,484.29207275597,535.7387700007512,51.44669724478115
Kithungo/kitundu,419.2965561323483,463.83873479691016,44.542178664561845
Kitise/Kithuki,76.88630840060695,85.05399712966715,8.167688729060202
Kitisuru,2719.9092060224157,3224.357971429283,504.44876540686755
Kitutu Central,3249.0591420275873,3616.7993301478173,367.74018812022996
Kiunga,8.627347295612381,9.975903233255446,1.3485559376430647
Kiuu,14002.080359681157,15367.862314254942,1365.7819545737857
Kivaa,73.83693502383859,81.68068653111554,7.843751507276949
Kivou,114.9453364446509,127.1560631707564,12.210726726105491
Kivumbini,10831.73034648375,12962.806830294443,2131.0764838106934
Kiwawa,32.85518128331804,39.34131623235464,6.486134949036604
Kobura,238.66443599226398,265.6773303516559,27.012894359391908
Kochia,306.2209540391991,340.88013687138937,34.659182832190254
Kodich,97.77338964331767,117.05199000262583,19.278600359308157
Koibatek,66.5585072685161,79.65348679669773,13.09497952818164
Koisagat/Kapsang,230.05290389012956,275.3144072397642,45.26150334963464
Kojwach,568.8733820177613,633.2605018258433,64.38711980808205
Kokwanyo/Kakelo,422.33247304384946,470.13357087564407,47.80109783179461
Kola,174.99871607290194,193.58895642473973,18.590240351837792
Kolowa,35.79672969897197,42.839517302768655,7.042787603796683
Kolwa Central,1428.596263152323,1590.289877468478,161.69361431615494
Kolwa East,366.5451656134348,408.0320581369736,41.48689252353881
Komarock,17091.776610623197,20682.469081786876,3590.6924711636784
Komothai,763.4143108025543,828.263913968655,64.84960316610068
Kondele,17770.43531818631,19781.756681418115,2011.3213632318038
Kong'asis,415.73225278049085,497.52502657441397,81.79277379392312
Kongoni,665.1704572526057,757.3144405073573,92.14398325475156
Kongowea,9639.508381528147,11145.763232041889,1506.254850513742
Konyu,809.5364276857617,878.3039469492676,68.76751926350585
Korogocho,31680.181016338473,38335.64912421518,6655.46810787671
Korondile,18.454386781583853,28.470726664890368,10.016339883306514
Korr/Ngurunit,6.137031072911462,6.789502568963495,0.6524714960520326
Kosirai,350.8980431427098,419.93508592629354,69.03704278358373
Kotaruk/Lobei,24.981003168021985,29.895862830138675,4.91485966211669
Koyo/Ndurio,332.59837813616366,398.03469017235676,65.4363120361931
Koyonzo,621.437149898874,705.8402085286556,84.40305862978153
Kubo South,141.08492641103942,163.13064241792117,22.045716006881747
Kuinet/Kapsuswa,609.3569332811811,729.2441840518798,119.88725077069864
Kuku,33.78674024357021,40.429732309854565,6.642992066284357
Kunyak,326.0313294970148,389.35383527533355,63.32250577831877
Kurgung/Surungai,279.3631682555495,333.81600687119493,54.45283861564542
Kutulo,52.735798841663375,81.70363664308547,28.9678378014221
Kwa,450.2242182940498,501.2271285518527,51.00291025780285
Kwa Mutonga/Kithumula,118.60788790270482,131.20769005608855,12.599802153383735
Kwa Njenga,20270.933358787595,24529.512521538225,4258.57916275063
Kwa Reuben,9959.494604391244,12051.815832598846,2092.321228207602
Kwa Vonza/Yatta,48.8705917787629,54.06215039986164,5.191558621098743
Kwabwai,243.9291678611315,271.537944254638,27.608776393506474
Kwanza,415.19828715231904,496.8860127795425,81.68772562722347
Kware,21027.59002816524,25445.13044024946,4417.540412084221
Kyangwithya East,345.57292000728097,382.2833815818976,36.7104615746166
Kyangwithya West,162.89485478891174,180.19929384107616,17.304439052164412
Kyeleni,220.44887177538314,243.42776471232935,22.97889293694621
Kyeni North,431.7126511555634,477.57380544682684,45.86115429126346
Kyeni South,437.3138185148071,483.76998155572056,46.45616304091345
Kyethani/kiomo,65.91444045447714,72.91657991376191,7.002139459284763
Kyuso,55.84614221434514,61.778718472102625,5.932576257757482
Loita,17.640105500958274,21.07945891404418,3.4393534130859074
Labisgale,151.51206715457465,234.80347968831308,83.29141253373842
Lafey,128.76018203105096,199.47583204610078,70.71565001504982
Lag Sure,30.52443038124901,47.304763212208734,16.780332830959722
Lagboghol South,12.323563277630864,19.098251371456254,6.7746880938253895
Laini Saba,42597.4355078125,51546.4371484375,8949.001640625
Lake Nakuru National Park,261.82460227810265,313.3369966056589,51.51239432755625
Lake Zone,12.755589474559844,15.26011724058419,2.5045277660243457
Lakeview,834.2373972577636,998.3684799617957,164.1310827040321
Lakole South,15.869822946633981,24.5929860546151,8.723163107981119
Lambwe,155.0840350758849,172.6370007863182,17.552965710433284
Landimawe,7914.740266259528,9577.493339295654,1662.753073036126
Lanet/Umoja,1188.5022688916868,1422.2266251592393,233.7243562675526
Langalanga,17778.24451682572,21276.00592759793,3497.7614107722075
Langas,922.2439451322451,1103.689822347173,181.44587721492792
Lapur,14.056265291963667,16.69451282737532,2.6382475354116526
Lare,295.0476295621415,353.0964444675455,58.048814905404015
Barwessa,68.01965787876861,81.4021101943688,13.38245231560019
Lelan,132.7209168206943,158.83294568943154,26.11202886873724
Lelmokwo/Ngechek,267.0363391931109,319.57410468556304,52.53776549245214
Lembus,189.18794135057448,226.4095106068592,37.22156925628471
Lembus Central,128.22122478716972,153.44796588503317,25.226741097863453
Lembus/Perkerra,173.8161781352154,208.01344875207252,34.19727061685711
Lereshwa,145.01073366264143,157.54167311033274,12.53093944769131
Leshau/Pondo,161.3713713450999,176.08543918889197,14.714067843792066
Letea,31.641177259647048,37.85782733153863,6.216650071891582
Libehia,80.16769410311701,123.80111032134265,43.63341621822563
Liboi,16.674807027495582,25.836275812023178,9.161468784527596
Likoni,9329.005671639277,10786.742227909484,1457.736556270207
Likuyani,343.74322718631345,390.71311176390157,46.96988457758812
Limuru Central,1080.455748398277,1172.2369963337708,91.78124793549387
Limuru East,602.898724306205,654.1130411169186,51.21431681071351
Lindi,60541.23270552386,73259.92038381743,12718.687678293572
Litein,749.5813239829644,897.0568739332812,147.4755499503168
Lobokat,14.06999179551094,16.838176617512662,2.7681848220017216
Lodokejek,33.87309475550354,40.53733279705519,6.6642380415516556
Lodwar Township,58.21207578351787,69.66494538910912,11.452869605591253
Logologo,3.0440555113027292,3.3675788770948083,0.3235233657920791
Loima,11.607312586219807,13.890980368320296,2.2836677821004887
Loiyamorok,36.63030696492247,43.83709598057034,7.206789015647871
Loiyangalani,2.6886731335678777,3.0046569846209086,0.31598385105303084
Lokichar,21.17531855445955,25.341433039410546,4.166114484950995
Lokichoggio,28.125144165414216,34.41696081397688,6.291816648562662
Lokiriama/Lorengippi,19.4676385952525,23.26624347881858,3.7986048835660817
Lokori/Kochodin,15.676227798721792,18.76042982011857,3.084202021396779
Lolgorian,78.35081998136882,93.55926381380243,15.208443832433616
Lomut,77.52901333531507,92.78237264088541,15.253359305570342
Londiani,323.4154100675541,387.04541332621375,63.630003258659656
London,1514.902879621432,1812.9507336083377,298.0478539869057
Longisa,444.7807322000325,532.2886225853603,87.50789038532776
Loosuk,23.090323667049198,27.633203764396335,4.542880097347137
Lopur,25.691594184127876,30.746258259933512,5.054664075805636
Lower Kaewa/Iveti,509.15393423094434,563.2417274976949,54.087793266750566
Lower Savanna,21435.971930609812,25939.307807074652,4503.33587646484
Luanda,1938.4316133479115,2201.8681425185855,263.436529170674
Luanda South,1066.5307359715625,1210.1493625358196,143.61862656425706
Lucky Summer,18020.934400576636,21806.82857142857,3785.894170851934
Lugaga/Wamuluma,1428.6852066404879,1622.9480420333932,194.26283539290534
Lugari,476.71071773457425,541.5305832251122,64.81986549053795
Lulis/Eyemole,148.02913862781503,227.8638604585412,79.83472183072618
Lumakanda,571.2680705576278,649.1398337967726,77.8717632391448
Lusheya/Lubinu,909.0586470539571,1032.6662231874386,123.60757613348153
Lwandanyi,547.9730988474475,622.3873316573164,74.41423280986885
Lwandeti,716.0829676656568,813.4573761616759,97.3744084960191
Lyaduywa/Izava,1555.1807311258199,1766.6435554200893,211.46282429426947
Maji Moto/Naroosura,22.876866871553393,27.377750550848326,4.500883679294933
Melelo,200.8702362152457,240.39022772277863,39.51999150753292
Melili,83.0847829514395,99.43120631502242,16.34642336358293
MOSIRO(Narok East),38.782445356486484,46.4126545491626,7.630209192676119
Maai Mahiu,84.9115241914192,101.56053321102401,16.649009019604804
Maalamin,23.46504589006814,36.36027811923987,12.895232229171732
Mabatini,45417.80596590908,54959.31846590909,9541.512500000012
Macalder/Kanyarwan,193.10543728924074,214.96179943505888,21.85636214581814
Machakos Central,1571.9405663571115,1738.9289666213556,166.9884002642441
Machewa,571.0801145484378,680.2741542284813,109.19403968004349
Mackinnon Road,33.06229879888162,38.22856369125277,5.166264892371153
Madogashe,49.02361025025057,75.93768272733429,26.91407247708372
Madogo,17.296250334231107,22.682198426425934,5.385948092194827
Maella,100.094314111777,119.78725827689448,19.69294416511748
Maeni,705.6127211238545,801.5571104763577,95.94438935250321
Magadi,12.072418631144746,14.448912345744882,2.3764937146001355
Magarini,193.0046706144469,223.16328954511826,30.158618930671366
Magenche,1125.1914739993063,1252.6178907188562,127.42641671954993
Magogoni,8360.694358915442,9667.124125689339,1306.4297667738974
Magombo,818.9328736604851,911.6226233825056,92.68974972202045
Magumoini,227.90425057268232,252.11468652765174,24.210435954969427
Magumu,488.0303514514765,531.5664373143553,43.53608586287879
Magutu,171.5992289801361,186.17603352904544,14.576804548909337
Magwagwa,743.0388809556728,827.4730541767598,84.43417322108701
Mahiakalo,1626.5822861230833,1847.7538336310854,221.17154750800205
Mahiga,186.3076785983435,202.13391860762957,15.826240009286067
Mahiga-ini,593.7696042802415,644.2084336965501,50.43882941630852
Mahoo,280.843693959925,320.90249935759454,40.058805397669516
Maikona,2.212625649884029,2.448100093103591,0.2354744432195619
Majengo,7289.68181281361,8428.756124356898,1139.0743115432879
Majoge Basi,983.0489069161205,1094.3139067290847,111.26499981296422
Makima,79.11486819812619,87.47313243572546,8.358264237599272
Makina,28785.847244262695,34833.26960536412,6047.422361101424
Makindu,56.46466555154779,62.491096444655845,6.026430893108056
Makongeni,2079.7394474219927,2363.870638591508,284.1311911695152
Makutano,290.7371397668086,347.9378952867066,57.200755519897996
Makutano/Mwala,235.30710414112522,260.30395058445714,24.99684644333192
Makuyu,267.03560933353435,289.755280541544,22.71967120800963
Malaba Central,1038.0582053703072,1179.364442404851,141.30623703454376
Malaba North,444.3093065800874,504.7845677055928,60.47526112550537
Malaba South,476.5446179072062,541.3419100114669,64.79729210426069
Malaha/Isongo/Makunga,727.6772782007636,826.6218677484892,98.94458954772563
Malakisi/SouthKulisiru,512.7079423517372,582.4224564485424,69.71451409680526
Malalani/Endau,7.363763401542723,8.146042571051073,0.7822791695083495
Malewa West,87.05991479148811,103.99110142242085,16.931186630932743
Malindi,2128.027794189865,2460.5501767739192,332.5223825840544
Malkamari,34.809349274886266,53.39747431942516,18.58812504453889
Manda/Shivanga,548.4923944973038,623.6454888625613,75.1530943652574
Manga,843.8342306609824,939.342404289154,95.50817362817168
Mangu,961.7864350386767,1043.4871211828874,81.70068614421075
Manyatta 'B',11476.22884322087,12775.149263492905,1298.9204202720357
Mara,32.84248677364955,39.304045167622164,6.461558393972616
Marachi Central,595.1165355653723,676.0014649965473,80.88492943117501
Marachi East,556.5441506590332,632.2192258652082,75.67507520617494
Marachi North,551.9324764745651,626.9441933403622,75.0117168657971
Marachi West,626.6430151343014,711.3705557269383,84.72754059263684
Marafa,26.03366483671767,30.101645934274053,4.067981097556384
Maraka,1113.0190925484587,1264.359824457488,151.34073190902927
Marakaru,797.5323511337114,905.9753424211817,108.44299128747036
Maralal,216.83381007096435,259.49453725625386,42.66072718528952
Marama Central,834.3013496481581,947.74394574342,113.44259609526193
Marama North,741.3510491482741,842.1548939978861,100.803844849612
Marama South,682.6235252530718,773.8876749880084,91.26414973493661
Marama West,719.4816999918135,817.3119110190283,97.83021102721489
Marani,1004.1320120940615,1117.7832761002833,113.65126400622182
Marenyo/Shianda,876.5630303374126,995.7395534537494,119.17652311633685
Mariakani,386.35830274596276,446.7300702053597,60.37176745939695
Mariani,190.44102692600833,210.67171584600547,20.230688919997135
Mariashoni,193.607711291062,231.69884527322554,38.09113398216354
Marigat,57.53016845415637,68.84887746345956,11.318709009303191
Marimanti,108.05504622894377,119.5338128600415,11.478766631097727
Maringo/Hamza,24032.690196707597,29081.55115234374,5048.860955636144
Marmanet,122.48742577789662,146.58607851722488,24.09865273932826
Marothile,41.577088886745315,64.43344980417557,22.85636091743025
Marsabet central,37.468117067551624,41.44838262206067,3.980265554509046
Marungu,9.245748653511031,10.690475405315562,1.4447267518045308
Masaba,314.33487086981273,349.91241486880267,35.57754399898994
Masalani,34.57071834789154,53.38466348253647,18.813945134644925
Masige East,943.9247435935808,1050.7615201506903,106.83677655710949
Masige West,830.9251972724421,924.9722685507109,94.04707127826873
Masii,237.4699655047687,262.6965719413521,25.22660643658338
Masimba,757.2943669654071,843.1431499372078,85.84878297180069
Masinga Central,96.90254768189202,107.19657582346895,10.29402814157693
Masol,24.187942002155395,28.94677173639002,4.758829734234624
Masongaleni,77.29168495901807,85.50243692269707,8.210751963679002
Masumba/Nguu,86.00727829261022,95.18529107313942,9.178012780529201
Mata,8.65036824074369,9.988138389652686,1.3377701489089961
Matapato North,22.190651767098753,26.55652681449974,4.365875047400987
Matapato South,29.012828901574867,34.803163332669214,5.790334431094347
Matayos South,508.06351684403694,577.1465242102865,69.0830073662496
Mathare North,36840.13634896378,44579.62475483787,7739.488405874086
Matinyani,349.75057115798677,386.90483029113847,37.1542591331517
Matisi,1357.2497900732235,1624.2803951155006,267.0306050422771
Matsangoni,130.6762901891053,151.09557119126305,20.41928100215776
Matulo,682.1247814646248,774.8754475408209,92.75066607619613
Matumbei,217.76134533402686,260.7835975829157,43.02225224888886
Matungulu East,588.4329719946788,650.9426408779977,62.50966888331891
Matungulu North,174.13036625545737,192.55199726944846,18.42163101399109
Matungulu West,140.7724897913664,155.74146924045428,14.968979449087868
Matuu,246.62503402391502,272.824189597001,26.19915557308599
Mau Narok,243.32451612033248,291.1971274244674,47.87261130413492
Maua Town,1808.1195408159128,2000.197377246615,192.07783643070206
Mauche,247.12107989341382,295.74064396308523,48.61956406967141
Mautuma,387.5523352607333,440.2490488403115,52.696713579578216
Mavindini,101.84297238871109,112.6618257223367,10.818853333625611
Mavuria,147.19166443692927,162.82794246403995,15.636278027110677
Ziwa La Ng'ombe,8181.913890180371,9460.40725803177,1278.493367851399
Mayenje,1418.3743094793904,1620.4034872324587,202.02917775306832
Mayoni,706.1447629604088,802.1615116025798,96.01674864217102
Mazeras/mugumo Wa Patsa,998.8565906676928,1154.9364102810714,156.07981961337862
Mbakalo,730.611561132585,829.9551288936367,99.34356776105164
Mbaruk/Eburu,104.77275922038179,125.36920878748958,20.596449567107797
Mbeti,136.11492135911254,150.48092598719109,14.366004628078542
Mbeti North,768.6981733202563,850.2269680859408,81.52879476568455
Mbeu,460.35106515894586,509.25448972117186,48.90342456222601
Mbiri,402.17527610877767,436.33888738293217,34.163611274154505
Mbitini,248.170686241288,274.53403946542926,26.363353224141264
Mboghoni,131.5835164136025,149.9071292835358,18.3236128699333
Mbololo,12.423334944276666,14.364586497904293,1.9412515536276267
Mbooni,553.5202158714459,612.3210747721412,58.80085890069529
Megun,201.62811737361432,241.29721521055745,39.66909783694314
Mekenene,375.91183844107064,419.0050377078141,43.093199266743454
Menengai,2789.794358987185,3338.669301912274,548.8749429250888
Menengai west,215.56238367014808,257.9729632013428,42.41057953119471
Merigi,592.6894250632412,709.2974453011807,116.60802023793951
Metkei,209.45896007408646,250.66873019375575,41.20977011966929
Mfang'ano Island,132.45614373234773,147.57187637953788,15.115732647190157
Miambani,125.47748170378306,138.80704654223223,13.329564838449173
Migosi,8239.633547935957,9172.225067515432,932.5915195794751
Migwani,157.11117810337217,173.8012137720956,16.690035668723425
Mihang'o,4260.01160473918,5154.902891694745,894.8912869555652
Mihuu,674.2723252523168,765.9552689537675,91.68294370145065
