Ward,density_2015,density_2020,delta_2015_2020
Upper Savanna,21692.92365746882,26250.23933318116,4557.315675712343
Uran,3.625945915017368,4.035226457153781,0.4092805421364134
Usonga,201.88708808818063,225.31344776468086,23.426359676500226
Utalii,15856.723752202626,19187.95218742203,3331.2284352194038
Utawala,9383.665065463438,11355.014452199603,1971.349386736165
Uthiru,6219.948628340618,6784.175558260171,564.2269299195532
Uthiru/Ruthimutu,5074.090657624101,6022.190223572317,948.099565948216
Visoi,188.96449576944562,226.1421042644836,37.17760849503799
Viwanda,542.6771308465613,649.4455305024525,106.76839965589113
Viwandani,12826.222648494377,15520.794675633892,2694.572027139515
Voo/kyamatu,34.987675301661135,38.7044414559795,3.716766154318364
Wusi/Kishamba,360.3194537223236,416.6224316288666,56.30297790654299
Waa,389.54685244872013,450.41685850464387,60.87000605592374
Wabera,1603.604646064905,1773.956748926506,170.352102861601
Waberi,463.42419873681087,718.1844631580268,254.76026442121594
Wagalla,37.150175529450465,57.57290972044654,20.422734190996074
Wagberi,891.4980658531772,1381.5853249173088,490.08725906413156
Waia/Kako,156.97129942772827,173.6464758130925,16.67517638536424
Waita,63.33775396597584,70.06616922014447,6.728415254168631
Waitaluk,513.7123159655208,614.6794909295267,100.96717496400584
Waithaka,7108.4512633549,8601.813754789586,1493.3624914346856
Waldai,707.7019890164408,846.9380302296813,139.23604121324047
Wamagana,396.2359967801412,429.8949757281622,33.658978948021
Wamba East,14.074663589032262,16.84376761778206,2.7691040287497977
Wamba North,5.871323690115367,7.0243529940624345,1.1530293039470676
Wamba West,12.188958594870984,14.583638996884739,2.394680402013755
Wamumu,354.83536810847534,385.0232333189106,30.18786521043529
Wamunyu,131.25853882467442,145.20222970056162,13.9436908758872
Wang'chieng,226.7678368352493,252.43423409980278,25.666397264553467
Wangu,626.8971089038947,680.150010760048,53.252901856153244
Wanjohi,133.80081900254595,145.1667690485605,11.365950046014547
Waranqara,32.79569130025948,50.8246148122165,18.028923511957025
Wargadud,47.46104270756574,73.5520157792625,26.090973071696766
Wasimbete,237.73916720412566,264.5985230748196,26.859355870693918
Waso,4.410466041190144,5.270664826388594,0.8601987851984498
Wasweta II,353.6699886584024,393.69962151005865,40.02963285165623
Watamu,401.54500503680373,464.2898153336628,62.74481029685904
Wayu,2.9199714018322562,3.3753437606837546,0.4553723588514984
Wei Wei,96.1122525389492,115.02175061546194,18.909498076512733
Wemilabi,1266.4401545632375,1438.6420372908776,172.20188272764017
Weru,218.8259542098792,237.4145182768421,18.588564066962903
Werugha,457.35110689147007,528.8161010331856,71.46499414171558
West  Asembo,302.772197521682,337.04103493683095,34.26883741514894
West Alego,375.74354458739407,418.276992446476,42.533447859081946
West Bukusu,615.7759654870343,699.5049785899239,83.72901310288955
West Bunyore,1078.9764577429887,1224.617333601174,145.64087585818538
West Gem,380.7547367141207,423.8499192961382,43.09518258201746
West Kabras,629.6157255568497,715.2265693913436,85.61084383449383
West Kanyamkago,269.60382001487767,300.11854515744596,30.514725142568295
West Karachuonyo,177.82121221478903,197.94765133192527,20.126439117136243
West Kasipul,475.4747951837245,529.2907332361082,53.81593805238367
West Kisumu,473.81556071313565,527.7327150952175,53.91715438208183
West Nalondo,724.761061688622,823.309114943244,98.548053254622
West Nyakach,292.50283050886026,325.6093465132049,33.106516004344655
West Sabatia,1226.2268481698168,1392.9608031255777,166.73395495576096
West Sakwa,305.93618042779025,340.5631324368183,34.62695200902806
West Sang'alo,731.4282044115608,830.8828066139525,99.4546022023917
West Seme,207.07133127672617,230.50840598171234,23.437074704986173
West Ugenya,344.8268650008081,384.8205992508181,39.99373425000999
West Uyoma,263.7147016216874,293.56287490494134,29.848173283253914
Wiga,262.2613650427786,291.94504517390993,29.683680131131325
Witeithie,478.6081986749101,519.2644327520594,40.65623407714929
Witu,14.50750054678138,16.804179601319966,2.2966790545385862
Wodanga,1350.369964329813,1533.9840461737326,183.61408184391962
Woodley/Kenyatta Golf,9575.701190942918,11587.394019267507,2011.6928283245888
Wote,235.38205927299197,260.3868662784112,25.004807005419252
Wumingu/kishushe,36.045578936811516,41.678006768705565,5.632427831894049
Wundanyi,484.90207921426577,560.6721475053599,75.77006829109416
Yala Township,830.1774830070768,927.4607962209503,97.2833132138735
Yimbo East,210.2141750596757,234.04190726247697,23.827732202801258
Yimbo West,224.42224493084035,249.86777513033024,25.445530199489895
Zimmerman,4852.539255492951,5844.75672795017,992.2174724572187
Ziwa,372.40726659801084,445.67611892061564,73.2688523226048
Ziwani/Kariokor,13927.223955465312,16853.09902429791,2925.875068832598
Kabuoch South/Pala,292.0694441671578,325.12691018068824,33.057466013530416
Homa Bay Central,555.9130000204281,618.8332221127939,62.92022209236586
Homa Bay Arujo,425.9679172243071,474.1804840696096,48.21256684530249
Batalu/Buna,13.393029423624975,20.755639908430854,7.362610484805879
